Date,Store_ID,Region,Category,Seasonality,Promotion,Weather_Condition,total_sales,total_units,avg_inventory,avg_demand,avg_discount,Month,Year
24-04-2022,S004,West,Groceries,Spring,1,Sunny,17212.51,627,402.7143,88.8571,8.571428571,4,2022
24-04-2022,S004,West,Furniture,Spring,1,Sunny,25903.97,263,228.7143,41.5714,13.71428571,4,2022
24-04-2022,S004,West,Clothing,Spring,1,Sunny,26799.14,371,302.25,119,10.25,4,2022
24-04-2022,S004,West,Electronics,Spring,1,Sunny,7549.08,76,82,102,20,4,2022
24-04-2022,S005,North,Groceries,Spring,1,Rainy,35086.09,775,292.2,87.1,11,4,2022
24-04-2022,S005,North,Electronics,Spring,0,Rainy,2491.73,67,500,64,5,4,2022
24-04-2022,S005,North,Toys,Spring,1,Rainy,2463.32,104,307.75,33,11.5,4,2022
24-04-2022,S005,North,Furniture,Spring,1,Rainy,17693.17,151,479.3333,63.3333,15,4,2022
24-04-2022,S005,North,Clothing,Spring,1,Rainy,2958.8,130,130,164,15,4,2022
25-04-2022,S001,North,Clothing,Spring,1,Sunny,25113.84,348,301.6667,109.6667,9,4,2022
25-04-2022,S001,North,Electronics,Spring,1,Sunny,8017.82,114,164,59.5,13,4,2022
25-04-2022,S001,North,Groceries,Spring,1,Sunny,25338.35,422,615.2,92.2,9.4,4,2022
25-04-2022,S001,North,Toys,Spring,1,Sunny,2041.46,128,249.5,35.75,11.25,4,2022
25-04-2022,S001,North,Furniture,Spring,1,Sunny,4093.68,46,328,28.5,25,4,2022
25-04-2022,S002,South,Groceries,Spring,1,Rainy,28143.8,461,279.2857,77.1429,9,4,2022
25-04-2022,S002,South,Toys,Spring,1,Rainy,1814.55,75,564.3333,24,5.333333333,4,2022
25-04-2022,S002,South,Clothing,Spring,1,Rainy,22875.91,357,208,89.6,15.2,4,2022
25-04-2022,S002,South,Electronics,Spring,0,Rainy,6335.87,79,686,45.5,3,4,2022
25-04-2022,S002,South,Furniture,Spring,0,Rainy,2135.4,20,308,25,1,4,2022
25-04-2022,S003,East,Toys,Spring,0,Sunny,1383.99,64,154,51.5,3,4,2022
25-04-2022,S003,East,Groceries,Spring,1,Sunny,47236.52,782,491,109,8.857142857,4,2022
25-04-2022,S003,East,Electronics,Spring,1,Sunny,22454.34,254,186.6667,90.3333,20,4,2022
25-04-2022,S003,East,Clothing,Spring,1,Sunny,31535.59,291,334.5,146,12.5,4,2022
25-04-2022,S003,East,Furniture,Spring,1,Sunny,13078.45,133,553.6667,44.6667,13.33333333,4,2022
25-04-2022,S004,West,Groceries,Spring,1,Sunny,13914.22,487,396,101.1667,6.666666667,4,2022
25-04-2022,S004,West,Furniture,Spring,1,Sunny,30770.17,274,216.2857,44.4286,11.71428571,4,2022
25-04-2022,S004,West,Clothing,Spring,1,Sunny,45306.08,537,257,122.8,10,4,2022
25-04-2022,S004,West,Electronics,Spring,0,Sunny,1926.32,22,109,35,5,4,2022
25-04-2022,S005,North,Groceries,Spring,1,Sunny,38656.14,823,269.9,100.1,12.1,4,2022
25-04-2022,S005,North,Electronics,Spring,0,Sunny,2292.57,63,433,58,1,4,2022
25-04-2022,S005,North,Toys,Spring,1,Sunny,3225.09,129,294.25,32,8.75,4,2022
25-04-2022,S005,North,Furniture,Spring,0,Sunny,11976.94,98,429,42.6667,8.333333333,4,2022
25-04-2022,S005,North,Clothing,Spring,1,Sunny,2007.2,104,195,149,25,4,2022
26-04-2022,S001,North,Electronics,Spring,1,Rainy,7512.36,125,99,51,5.666666667,4,2022
26-04-2022,S001,North,Clothing,Spring,1,Rainy,21049.94,314,265.3333,110.3333,8.666666667,4,2022
26-04-2022,S001,North,Groceries,Spring,1,Rainy,19343.23,380,590.5,70,9.333333333,4,2022
26-04-2022,S001,North,Toys,Spring,0,Rainy,3855.03,152,241.25,40.75,7.75,4,2022
26-04-2022,S001,North,Furniture,Spring,1,Rainy,15432.06,146,265.25,37.5,6.5,4,2022
26-04-2022,S002,South,Groceries,Spring,1,Rainy,25443.97,495,257.8571,81.7143,4,4,2022
26-04-2022,S002,South,Electronics,Spring,0,Rainy,4662.17,77,672,49,10,4,2022
26-04-2022,S002,South,Clothing,Spring,0,Rainy,12784.3,190,207,60.25,3,4,2022
26-04-2022,S002,South,Toys,Spring,1,Rainy,1164.8,64,685.5,34,7.5,4,2022
26-04-2022,S002,South,Furniture,Spring,1,Rainy,2412,25,288,26,10,4,2022
26-04-2022,S003,East,Toys,Spring,1,Rainy,1232.73,66,268.6667,23,10,4,2022
26-04-2022,S003,East,Groceries,Spring,1,Rainy,21220.19,529,325.1429,83.1429,8.714285714,4,2022
26-04-2022,S003,East,Clothing,Spring,1,Rainy,24296.38,258,352.5,122,12.5,4,2022
26-04-2022,S003,East,Electronics,Spring,0,Rainy,4555.51,49,245,34.5,3,4,2022
26-04-2022,S003,East,Furniture,Spring,0,Rainy,6624.73,68,509.3333,26.6667,6.666666667,4,2022
26-04-2022,S004,West,Groceries,Spring,1,Cloudy,11744.27,499,354.5,76.6667,7,4,2022
26-04-2022,S004,West,Furniture,Spring,1,Cloudy,19727.67,172,189.2857,28.2857,6,4,2022
26-04-2022,S004,West,Clothing,Spring,1,Cloudy,40117.34,409,239.25,139.25,7.75,4,2022
26-04-2022,S004,West,Electronics,Spring,0,Cloudy,5996.02,62,87,61,10,4,2022
26-04-2022,S005,North,Groceries,Spring,1,Rainy,25290.17,646,305.1,68.1,8.2,4,2022
26-04-2022,S005,North,Electronics,Spring,0,Rainy,3434.88,77,368.5,40.5,3,4,2022
26-04-2022,S005,North,Toys,Spring,1,Rainy,1993.92,81,276.5,27.5,9,4,2022
26-04-2022,S005,North,Furniture,Spring,0,Rainy,3115.79,29,396.3333,14,7,4,2022
27-04-2022,S001,North,Electronics,Spring,1,Rainy,6569.89,139,126.5,63.5,10.5,4,2022
27-04-2022,S001,North,Clothing,Spring,1,Rainy,15997.29,229,432.6667,106,10.33333333,4,2022
27-04-2022,S001,North,Groceries,Spring,1,Rainy,14330.41,293,623,63.8,11,4,2022
27-04-2022,S001,North,Toys,Spring,1,Rainy,1323.37,75,329,32.5,15,4,2022
27-04-2022,S001,North,Furniture,Spring,0,Rainy,14577.97,137,241.25,35.5,8.75,4,2022
27-04-2022,S002,South,Groceries,Spring,1,Sunny,30255.92,546,221.875,90,10.625,4,2022
27-04-2022,S002,South,Toys,Spring,1,Sunny,1920.92,89,440,62,7.5,4,2022
27-04-2022,S002,South,Electronics,Spring,0,Sunny,5222.2,72,633.5,50.5,1,4,2022
27-04-2022,S002,South,Clothing,Spring,1,Sunny,26020.47,393,185.2,97,11,4,2022
27-04-2022,S002,South,Furniture,Spring,0,Sunny,2815.02,27,263,45,10,4,2022
27-04-2022,S003,East,Toys,Spring,0,Cloudy,1378.51,67,292,32,3.666666667,4,2022
27-04-2022,S003,East,Groceries,Spring,1,Cloudy,20987.04,477,355.375,70.125,7.125,4,2022
27-04-2022,S003,East,Clothing,Spring,1,Cloudy,26720.09,245,223.5,129,12.5,4,2022
27-04-2022,S003,East,Electronics,Spring,0,Cloudy,8278.22,79,220.5,48.5,3,4,2022
27-04-2022,S003,East,Furniture,Spring,1,Cloudy,6821.79,65,486.6667,23.6667,4,4,2022
27-04-2022,S004,West,Groceries,Spring,1,Sunny,13170.23,465,298,84.8571,10.14285714,4,2022
27-04-2022,S004,West,Furniture,Spring,1,Sunny,22116.21,217,211.1667,43.6667,10.33333333,4,2022
27-04-2022,S004,West,Clothing,Spring,1,Sunny,39389.57,448,219.4,102,12,4,2022
27-04-2022,S004,West,Electronics,Spring,0,Sunny,5854.75,55,87,58,1,4,2022
27-04-2022,S005,North,Groceries,Spring,1,Rainy,27624.97,646,278.875,96.5,10.125,4,2022
27-04-2022,S005,North,Electronics,Spring,0,Rainy,4429.17,91,330,42,5.5,4,2022
27-04-2022,S005,North,Toys,Spring,1,Rainy,4690.46,175,281.25,48,8,4,2022
27-04-2022,S005,North,Furniture,Spring,0,Rainy,8074.54,67,386.6667,27.3333,7,4,2022
27-04-2022,S005,North,Clothing,Spring,0,Rainy,2969.05,119,158,139,1,4,2022
28-04-2022,S001,North,Electronics,Spring,1,Cloudy,7548.15,125,121.6667,47.6667,8.333333333,4,2022
28-04-2022,S001,North,Clothing,Spring,1,Cloudy,24948.16,373,442.3333,136.3333,13.33333333,4,2022
28-04-2022,S001,North,Groceries,Spring,1,Cloudy,13115.64,258,686.25,70,7.5,4,2022
28-04-2022,S001,North,Toys,Spring,1,Cloudy,2135.53,87,206,28.5,7.75,4,2022
28-04-2022,S001,North,Furniture,Spring,1,Cloudy,14006.06,124,219.5,37.75,5.25,4,2022
28-04-2022,S002,South,Groceries,Spring,1,Cloudy,25896.25,525,165.5,82.125,11.375,4,2022
28-04-2022,S002,South,Toys,Spring,0,Cloudy,1284.37,61,465.6667,27,8.333333333,4,2022
28-04-2022,S002,South,Electronics,Spring,1,Cloudy,4214.3,70,494.6667,29.3333,8.666666667,4,2022
28-04-2022,S002,South,Clothing,Spring,1,Cloudy,21575.66,353,146.2,93,10,4,2022
28-04-2022,S002,South,Furniture,Spring,0,Cloudy,2680.88,23,236,34,1,4,2022
28-04-2022,S003,East,Toys,Spring,1,Rainy,2002.99,128,286.3333,42.3333,20,4,2022
28-04-2022,S003,East,Groceries,Spring,1,Rainy,28209.23,486,315,82.7143,10.14285714,4,2022
28-04-2022,S003,East,Electronics,Spring,1,Rainy,4717.98,69,167.5,39.5,15,4,2022
28-04-2022,S003,East,Clothing,Spring,0,Rainy,12671.38,151,101,83.5,3,4,2022
28-04-2022,S003,East,Furniture,Spring,1,Rainy,8834.69,92,465,33.3333,8.666666667,4,2022
28-04-2022,S004,West,Groceries,Spring,1,Sunny,12683.33,498,246,83.6667,11.83333333,4,2022
28-04-2022,S004,West,Furniture,Spring,1,Sunny,11694.24,122,197.2,27.2,7.2,4,2022
28-04-2022,S004,West,Clothing,Spring,1,Sunny,25511.4,334,154.6667,137.6667,11.66666667,4,2022
28-04-2022,S004,West,Electronics,Spring,0,Sunny,3307.15,35,83,41,5,4,2022
28-04-2022,S005,North,Groceries,Spring,1,Cloudy,26220.31,526,345,87.4286,10.28571429,4,2022
28-04-2022,S005,North,Electronics,Spring,0,Cloudy,2627,71,273,63,1,4,2022
28-04-2022,S005,North,Toys,Spring,1,Cloudy,2281.22,93,276.75,30.25,9,4,2022
28-04-2022,S005,North,Furniture,Spring,0,Cloudy,10189.35,81,296,38.5,5,4,2022
28-04-2022,S005,North,Clothing,Spring,1,Cloudy,5063.85,165,191,267,15,4,2022
29-04-2022,S001,North,Electronics,Spring,0,Sunny,7245.21,117,112.3333,53.6667,5.333333333,4,2022
29-04-2022,S001,North,Clothing,Spring,0,Sunny,16036.84,249,476,114.5,3,4,2022
29-04-2022,S001,North,Groceries,Spring,0,Sunny,19321.71,372,464,80.5,3.833333333,4,2022
29-04-2022,S001,North,Toys,Spring,0,Sunny,4093.98,173,184.25,47.75,5.25,4,2022
29-04-2022,S001,North,Furniture,Spring,0,Sunny,8879.8,88,208,33,6.666666667,4,2022
29-04-2022,S002,South,Groceries,Spring,0,Rainy,33255.89,520,196.875,73.375,4.25,4,2022
29-04-2022,S002,South,Toys,Spring,0,Rainy,1762.96,82,479.6667,38.3333,8.333333333,4,2022
29-04-2022,S002,South,Electronics,Spring,0,Rainy,7349.83,95,471.3333,33.6667,2.333333333,4,2022
29-04-2022,S002,South,Clothing,Spring,0,Rainy,23797.14,381,370.2,80.2,5.2,4,2022
29-04-2022,S002,South,Furniture,Spring,0,Rainy,1670.4,18,213,17,10,4,2022
29-04-2022,S003,East,Groceries,Spring,0,Sunny,33117.53,656,295.6667,77.5556,3.333333333,4,2022
29-04-2022,S003,East,Electronics,Spring,0,Sunny,13989.16,138,127,49.6667,6.666666667,4,2022
29-04-2022,S003,East,Toys,Spring,0,Sunny,686.07,26,268.5,12,7.5,4,2022
29-04-2022,S003,East,Clothing,Spring,0,Sunny,26347.2,255,451.5,140.5,7.5,4,2022
29-04-2022,S003,East,Furniture,Spring,0,Sunny,11977.38,116,434.3333,41.3333,6.666666667,4,2022
29-04-2022,S004,West,Groceries,Spring,0,Rainy,9155.04,357,243,67.1667,4.666666667,4,2022
29-04-2022,S004,West,Furniture,Spring,0,Rainy,20919.86,188,147,30.5714,5.285714286,4,2022
29-04-2022,S004,West,Clothing,Spring,0,Rainy,29390.14,362,359.2,97,6.2,4,2022
29-04-2022,S004,West,Electronics,Spring,0,Rainy,5723.47,53,98,62,1,4,2022
29-04-2022,S005,North,Groceries,Spring,0,Sunny,27460.99,533,304.2857,88,5.428571429,4,2022
29-04-2022,S005,North,Electronics,Spring,0,Sunny,2984.25,68,218,44.5,5.5,4,2022
29-04-2022,S005,North,Toys,Spring,0,Sunny,3279.44,113,266,34,8.75,4,2022
29-04-2022,S005,North,Furniture,Spring,0,Sunny,9250.54,80,324,31,6.666666667,4,2022
29-04-2022,S005,North,Clothing,Spring,0,Sunny,1879.68,88,292,89,5,4,2022
30-04-2022,S001,North,Electronics,Spring,0,Sunny,5101.56,90,134,40,5.333333333,4,2022
30-04-2022,S001,North,Clothing,Spring,0,Sunny,14285.32,194,401.5,116,5.5,4,2022
30-04-2022,S001,North,Groceries,Spring,0,Sunny,15729,305,466.6,74.8,1.8,4,2022
30-04-2022,S001,North,Toys,Spring,0,Sunny,4571.28,170,208.6667,58.6667,4,4,2022
30-04-2022,S001,North,Furniture,Spring,0,Sunny,6124.06,62,162,46,7.5,4,2022
30-04-2022,S002,South,Groceries,Spring,0,Sunny,24930.39,391,163.8333,74.1667,5.166666667,4,2022
30-04-2022,S002,South,Toys,Spring,0,Sunny,912.36,46,392,24,5,4,2022
30-04-2022,S002,South,Electronics,Spring,0,Sunny,6768.61,90,439.6667,33.6667,5.333333333,4,2022
30-04-2022,S002,South,Clothing,Spring,0,Sunny,26194.04,336,355.5,104.75,6.5,4,2022
30-04-2022,S002,South,Furniture,Spring,0,Sunny,2337.93,21,195,35,1,4,2022
30-04-2022,S003,East,Toys,Spring,0,Rainy,3106.37,119,222,34.3333,6.666666667,4,2022
30-04-2022,S003,East,Groceries,Spring,0,Rainy,26421.4,479,227.5,72.625,3.75,4,2022
30-04-2022,S003,East,Electronics,Spring,0,Rainy,8735.86,94,137.5,55,3,4,2022
30-04-2022,S003,East,Clothing,Spring,0,Rainy,12155.65,144,324,76,5.5,4,2022
30-04-2022,S003,East,Furniture,Spring,0,Rainy,8681.81,87,395.6667,30.3333,3.666666667,4,2022
30-04-2022,S004,West,Groceries,Spring,0,Rainy,7049.87,311,309.2,75.4,3.6,4,2022
30-04-2022,S004,West,Furniture,Spring,0,Rainy,13211.94,118,151.1429,20.1429,4.714285714,4,2022
30-04-2022,S004,West,Clothing,Spring,0,Rainy,27748.56,379,341.6,73.6,4.6,4,2022
30-04-2022,S004,West,Electronics,Spring,0,Rainy,1827.63,21,117,34,5,4,2022
30-04-2022,S005,North,Groceries,Spring,0,Sunny,42531.68,751,216.3,82.4,5.8,4,2022
30-04-2022,S005,North,Toys,Spring,0,Sunny,3537.46,133,113,42,5.333333333,4,2022
30-04-2022,S005,North,Electronics,Spring,0,Sunny,4677.76,64,209,68,5,4,2022
30-04-2022,S005,North,Furniture,Spring,0,Sunny,11425.94,91,323.3333,39,5.333333333,4,2022
30-04-2022,S005,North,Clothing,Spring,0,Sunny,1485.36,72,204,65,1,4,2022
01-05-2022,S001,North,Electronics,Spring,1,Cloudy,9749.54,162,125.3333,54.3333,10,5,2022
01-05-2022,S001,North,Clothing,Spring,1,Cloudy,18006,305,303,94.6667,13.33333333,5,2022
01-05-2022,S001,North,Toys,Spring,0,Cloudy,2595.57,129,166.25,32,8.75,5,2022
01-05-2022,S001,North,Groceries,Spring,1,Cloudy,9445.9,250,383.6,50,12,5,2022
01-05-2022,S001,North,Furniture,Spring,1,Cloudy,16092.2,155,163,43.75,13.75,5,2022
01-05-2022,S002,South,Groceries,Spring,1,Sunny,24243.51,391,188.5714,63.7143,12.14285714,5,2022
01-05-2022,S002,South,Toys,Spring,1,Sunny,2379.33,115,419.6667,49,13.33333333,5,2022
01-05-2022,S002,South,Electronics,Spring,1,Sunny,15069.57,193,409.6667,70,13.33333333,5,2022
01-05-2022,S002,South,Clothing,Spring,1,Sunny,28197.74,468,265,100.6,10.4,5,2022
01-05-2022,S002,South,Furniture,Spring,0,Sunny,4392.04,38,174,32,1,5,2022
01-05-2022,S003,East,Toys,Spring,1,Rainy,620.4,49,269,33,20,5,2022
01-05-2022,S003,East,Groceries,Spring,1,Rainy,33185.23,682,243,91.8889,9.777777778,5,2022
01-05-2022,S003,East,Electronics,Spring,1,Rainy,11421,136,201.3333,49,15,5,2022
01-05-2022,S003,East,Clothing,Spring,0,Rainy,10984.32,120,252,82.5,3,5,2022
01-05-2022,S003,East,Furniture,Spring,0,Rainy,5872.05,65,388,27,10,5,2022
01-05-2022,S004,West,Groceries,Spring,1,Sunny,19707.76,713,282,101.5714,7.428571429,5,2022
01-05-2022,S004,West,Furniture,Spring,1,Sunny,27128.66,251,134.2857,41.4286,9.428571429,5,2022
01-05-2022,S004,West,Clothing,Spring,1,Sunny,28170.55,362,150.6667,141.3333,16.66666667,5,2022
01-05-2022,S004,West,Electronics,Spring,0,Sunny,5576.48,56,96,54,1,5,2022
01-05-2022,S005,North,Groceries,Spring,1,Cloudy,26779.33,697,213.7,75.6,11.6,5,2022
01-05-2022,S005,North,Electronics,Spring,1,Cloudy,4975.46,102,131,66.5,20,5,2022
01-05-2022,S005,North,Furniture,Spring,1,Cloudy,7799.98,65,386.5,43.5,12.5,5,2022
01-05-2022,S005,North,Toys,Spring,1,Cloudy,2918.32,106,282.3333,40,8.666666667,5,2022
01-05-2022,S005,North,Clothing,Spring,0,Cloudy,2161.12,104,132,97,10,5,2022
02-05-2022,S001,North,Electronics,Spring,0,Rainy,4766.24,64,107,29,1,5,2022
02-05-2022,S001,North,Clothing,Spring,0,Rainy,28240.34,355,264,122.6667,2.333333333,5,2022
02-05-2022,S001,North,Groceries,Spring,1,Rainy,18523.28,358,407,73.8333,12.66666667,5,2022
02-05-2022,S001,North,Toys,Spring,0,Rainy,1889.23,84,191.3333,31.3333,2.333333333,5,2022
02-05-2022,S001,North,Furniture,Spring,1,Rainy,13837.88,125,202.25,36.5,7.75,5,2022
02-05-2022,S002,South,Groceries,Spring,0,Sunny,28123.32,427,298.8571,79.2857,4.714285714,5,2022
02-05-2022,S002,South,Electronics,Spring,1,Sunny,16056.4,206,345.3333,62,13.33333333,5,2022
02-05-2022,S002,South,Clothing,Spring,1,Sunny,24037.06,380,208.4,120,9.4,5,2022
02-05-2022,S002,South,Toys,Spring,1,Sunny,1921.45,97,506,57.5,12.5,5,2022
02-05-2022,S003,East,Groceries,Spring,1,Sunny,32177.95,620,235.5556,77,6.888888889,5,2022
02-05-2022,S003,East,Toys,Spring,0,Sunny,1329.72,52,245,32.5,5.5,5,2022
02-05-2022,S003,East,Electronics,Spring,1,Sunny,20082.47,167,158,84.5,5.5,5,2022
02-05-2022,S003,East,Furniture,Spring,1,Sunny,3345.5,50,102,48,25,5,2022
02-05-2022,S003,East,Clothing,Spring,1,Sunny,16965.8,205,274,188,15,5,2022
02-05-2022,S004,West,Groceries,Spring,1,Rainy,7995.75,291,229,68.1667,6.833333333,5,2022
02-05-2022,S004,West,Furniture,Spring,1,Rainy,16371.59,170,112.7143,24.5714,9.571428571,5,2022
02-05-2022,S004,West,Clothing,Spring,1,Rainy,34706.11,461,265,113.8,9.2,5,2022
02-05-2022,S004,West,Electronics,Spring,1,Rainy,7302.96,81,97,71,15,5,2022
02-05-2022,S005,North,Groceries,Spring,0,Rainy,18189.07,383,281.125,61.625,4.625,5,2022
02-05-2022,S005,North,Electronics,Spring,0,Rainy,7963,139,330.5,69,3,5,2022
02-05-2022,S005,North,Toys,Spring,1,Rainy,1953.73,90,284,36,13.33333333,5,2022
02-05-2022,S005,North,Furniture,Spring,1,Rainy,8622.81,72,247,40,12.5,5,2022
02-05-2022,S005,North,Clothing,Spring,0,Rainy,1942.58,82,129,105,1,5,2022
03-05-2022,S001,North,Electronics,Spring,1,Sunny,6048.13,110,125.3333,42,8.666666667,5,2022
03-05-2022,S001,North,Clothing,Spring,0,Sunny,20799.46,274,213.6667,110.6667,5.333333333,5,2022
03-05-2022,S001,North,Groceries,Spring,1,Sunny,31357.18,526,362.8333,114.6667,10,5,2022
03-05-2022,S001,North,Furniture,Spring,0,Sunny,12156.87,113,183.5,32.75,5.25,5,2022
03-05-2022,S001,North,Toys,Spring,1,Sunny,1809.25,74,83,44.5,13,5,2022
03-05-2022,S002,South,Groceries,Spring,1,Rainy,27348.02,497,282,72.125,5.375,5,2022
03-05-2022,S002,South,Toys,Spring,1,Rainy,1217.7,60,371.6667,23.3333,8.333333333,5,2022
03-05-2022,S002,South,Electronics,Spring,1,Rainy,8510.4,120,276.6667,40.3333,11.66666667,5,2022
03-05-2022,S002,South,Clothing,Spring,1,Rainy,23404.15,354,197.6,84.6,8.2,5,2022
03-05-2022,S002,South,Furniture,Spring,0,Rainy,1780.41,17,54,21,1,5,2022
03-05-2022,S003,East,Toys,Spring,1,Cloudy,603.84,38,208,18,7.5,5,2022
03-05-2022,S003,East,Electronics,Spring,0,Cloudy,18147.8,192,129.3333,73.6667,6.666666667,5,2022
03-05-2022,S003,East,Groceries,Spring,0,Cloudy,16485.66,392,227.7143,62.7143,5.285714286,5,2022
03-05-2022,S003,East,Clothing,Spring,0,Cloudy,19845.78,198,440,113,7.5,5,2022
03-05-2022,S003,East,Furniture,Spring,1,Cloudy,12550.8,144,308,68,25,5,2022
03-05-2022,S004,West,Groceries,Spring,0,Sunny,12207.7,450,239.6667,85.5,6.166666667,5,2022
03-05-2022,S004,West,Furniture,Spring,1,Sunny,27087.89,248,112.5714,41.5714,10.71428571,5,2022
03-05-2022,S004,West,Clothing,Spring,1,Sunny,26568.93,333,194.75,103.25,7.75,5,2022
03-05-2022,S004,West,Electronics,Spring,1,Sunny,5766.42,66,83,83,25,5,2022
03-05-2022,S005,North,Electronics,Spring,0,Sunny,8681.21,125,261,66.5,1,5,2022
03-05-2022,S005,North,Toys,Spring,1,Sunny,3725.4,139,252.75,35,5.5,5,2022
03-05-2022,S005,North,Groceries,Spring,0,Sunny,34391.57,498,282,80.8333,5.333333333,5,2022
03-05-2022,S005,North,Furniture,Spring,1,Sunny,8876.4,75,327.5,46.5,10.5,5,2022
03-05-2022,S005,North,Clothing,Spring,1,Sunny,1831.06,82,155,120,10,5,2022
04-05-2022,S001,North,Electronics,Spring,1,Cloudy,7005.17,127,88.6667,44,12,5,2022
04-05-2022,S001,North,Clothing,Spring,1,Cloudy,12167.76,203,242.5,103.5,10,5,2022
04-05-2022,S001,North,Groceries,Spring,1,Cloudy,9539.33,196,192.5,62,12.5,5,2022
04-05-2022,S001,North,Toys,Spring,1,Cloudy,1653.14,85,134.75,29,12.5,5,2022
04-05-2022,S001,North,Furniture,Spring,1,Cloudy,4887.9,57,226,31,17.5,5,2022
04-05-2022,S002,South,Groceries,Spring,1,Sunny,30127.72,569,254.7143,97,10.14285714,5,2022
04-05-2022,S002,South,Toys,Spring,1,Sunny,1084.74,57,351.6667,21.3333,10.33333333,5,2022
04-05-2022,S002,South,Electronics,Spring,1,Sunny,13378.99,173,236.6667,72.6667,8.333333333,5,2022
04-05-2022,S002,South,Clothing,Spring,1,Sunny,15212.07,220,245,79.25,12.5,5,2022
04-05-2022,S002,South,Furniture,Spring,0,Sunny,1781.09,17,37,21,5,5,2022
04-05-2022,S003,East,Toys,Spring,1,Cloudy,1757.91,81,197,29,10,5,2022
04-05-2022,S003,East,Groceries,Spring,1,Cloudy,27384.62,554,143,95,10.14285714,5,2022
04-05-2022,S003,East,Electronics,Spring,1,Cloudy,20555.26,227,219,78,11.66666667,5,2022
04-05-2022,S003,East,Clothing,Spring,0,Cloudy,16029.3,162,471,94.5,3,5,2022
04-05-2022,S003,East,Furniture,Spring,0,Cloudy,9043.55,91,317.3333,33.6667,8.333333333,5,2022
04-05-2022,S004,West,Groceries,Spring,1,Rainy,7327.06,333,202.6,87.8,10.2,5,2022
04-05-2022,S004,West,Furniture,Spring,1,Rainy,22902.41,213,152.5,38.1667,10.16666667,5,2022
04-05-2022,S004,West,Clothing,Spring,0,Rainy,25229.63,350,197.5,94,4.25,5,2022
04-05-2022,S005,North,Electronics,Spring,0,Cloudy,4721.99,88,198.5,56,3,5,2022
04-05-2022,S005,North,Toys,Spring,1,Cloudy,2703.7,112,218,35.25,15.25,5,2022
04-05-2022,S005,North,Groceries,Spring,1,Cloudy,28953.7,568,205.5,91.25,14.375,5,2022
04-05-2022,S005,North,Furniture,Spring,1,Cloudy,14051.05,110,213,38.6667,7,5,2022
04-05-2022,S005,North,Clothing,Spring,0,Cloudy,1843,95,184,92,10,5,2022
05-05-2022,S001,North,Electronics,Spring,1,Cloudy,9349.4,145,102.6667,50.6667,10.33333333,5,2022
05-05-2022,S001,North,Clothing,Spring,0,Cloudy,19420.86,274,172.3333,91.6667,5.333333333,5,2022
05-05-2022,S001,North,Groceries,Spring,1,Cloudy,22139.13,369,304.6,97.4,13,5,2022
05-05-2022,S001,North,Toys,Spring,1,Cloudy,3600.54,166,126,44.25,9,5,2022
05-05-2022,S001,North,Furniture,Spring,1,Cloudy,16617.16,157,241,40.5,8.75,5,2022
05-05-2022,S002,South,Groceries,Spring,1,Sunny,42585.44,714,295.2857,105.7143,8.714285714,5,2022
05-05-2022,S002,South,Electronics,Spring,1,Sunny,12629.14,157,362.3333,72.6667,8.666666667,5,2022
05-05-2022,S002,South,Toys,Spring,0,Sunny,1083.5,55,415.5,27,5.5,5,2022
05-05-2022,S002,South,Clothing,Spring,0,Sunny,35214.64,480,473.75,111.5,6.5,5,2022
05-05-2022,S002,South,Furniture,Spring,1,Sunny,11906.75,97,384,89,10,5,2022
05-05-2022,S003,East,Toys,Spring,0,Rainy,1327.48,88,226,40,7.5,5,2022
05-05-2022,S003,East,Groceries,Spring,1,Rainy,29542.95,564,309.875,84.625,5.875,5,2022
05-05-2022,S003,East,Electronics,Spring,0,Rainy,10191.35,118,167.3333,42.6667,5,5,2022
05-05-2022,S003,East,Clothing,Spring,1,Rainy,9527.42,137,390,75,13,5,2022
05-05-2022,S003,East,Furniture,Spring,0,Rainy,7204.47,72,287,33.3333,5.333333333,5,2022
05-05-2022,S004,West,Groceries,Spring,1,Rainy,9432.4,367,286,79,9.2,5,2022
05-05-2022,S004,West,Furniture,Spring,1,Rainy,8221.87,89,181,25,8.75,5,2022
05-05-2022,S004,West,Clothing,Spring,0,Rainy,26753.11,312,181,83.75,6.5,5,2022
05-05-2022,S004,West,Electronics,Spring,0,Rainy,8540.22,78,85,66,1,5,2022
05-05-2022,S005,North,Electronics,Spring,0,Cloudy,4741.86,76,154.5,35.5,3,5,2022
05-05-2022,S005,North,Toys,Spring,1,Cloudy,6446.14,220,227.5,63.25,10,5,2022
05-05-2022,S005,North,Groceries,Spring,1,Cloudy,20821.49,501,201,85.4286,10.85714286,5,2022
05-05-2022,S005,North,Furniture,Spring,1,Cloudy,11752.31,103,245.5,47,12.5,5,2022
05-05-2022,S005,North,Clothing,Spring,0,Cloudy,1926.85,89,89,110,10,5,2022
06-05-2022,S001,North,Electronics,Spring,1,Rainy,7265.75,114,118.3333,46,10,5,2022
06-05-2022,S001,North,Clothing,Spring,1,Rainy,10856.03,171,445,102,15,5,2022
06-05-2022,S001,North,Groceries,Spring,1,Rainy,20187.86,411,360.8333,82.5,10.33333333,5,2022
06-05-2022,S001,North,Toys,Spring,1,Rainy,2724.89,141,112.25,34.25,13.75,5,2022
06-05-2022,S001,North,Furniture,Spring,1,Rainy,8076.69,77,189,32,10,5,2022
